"kepid","kepoi_name","kepler_name","koi_disposition","koi_pdisposition","koi_score","koi_fpflag_nt","koi_fpflag_ss","koi_fpflag_co","koi_fpflag_ec","koi_period","koi_period_err1","koi_period_err2","koi_time0bk","koi_time0bk_err1","koi_time0bk_err2","koi_impact","koi_impact_err1","koi_impact_err2","koi_duration","koi_duration_err1","koi_duration_err2","koi_depth","koi_depth_err1","koi_depth_err2","koi_prad","koi_prad_err1","koi_prad_err2","koi_teq","koi_teq_err1","koi_teq_err2","koi_insol","koi_insol_err1","koi_insol_err2","koi_model_snr","koi_tce_plnt_num","koi_tce_delivname","koi_steff","koi_steff_err1","koi_steff_err2","koi_slogg","koi_slogg_err1","koi_slogg_err2","koi_srad","koi_srad_err1","koi_srad_err2","ra","dec","koi_kepmag"
"8678691","K04238.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","369.819993000","8.8950000e-03","-8.8950000e-03","179.3674000","1.520000e-02","-1.520000e-02","0.9179","0.0360","-0.6339","20.23200","0.96800","-0.96800","1.5990e+03","7.620e+01","-7.620e+01","4.25","8.580e+00","-3.700e-01","201.0","","","0.38","3.56","-0.09","42.10","","","4806.00","149.00","-110.00","4.495","0.078","-0.856","0.8390","1.6940","-0.0730","287.225130","44.899841","15.089"
"9640924","K04239.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","1","2.178159350","1.3830000e-05","-1.3830000e-05","132.0241400","5.310000e-03","-5.310000e-03","0.5030","0.4420","-0.3040","1.83900","0.16600","-0.16600","1.1630e+02","1.020e+01","-1.020e+01","1.22","4.100e-01","-1.400e-01","1561.0","","","1398.42","1391.09","-454.80","14.10","1","q1_q17_dr25_tce","6258.00","174.00","-239.00","4.413","0.072","-0.217","1.0980","0.3700","-0.1230","287.966550","46.338490","14.975"
"3558849","K04307.01","","CANDIDATE","CANDIDATE","0.2980","0","0","0","0","160.850075000","3.7640000e-03","-3.7640000e-03","144.5039000","1.810000e-02","-1.810000e-02","0.7690","0.0270","-0.5560","9.42700","0.64600","-0.64600","4.2810e+02","3.080e+01","-3.080e+01","3.41","5.800e-01","-7.200e-01","413.0","","","6.87","3.07","-2.82","16.10","2","q1_q17_dr25_tce","5999.00","80.00","-89.00","4.168","0.162","-0.108","1.5070","0.2580","-0.3150","294.949830","38.605190","14.218"
"11151677","K04308.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","1","0","1","0","0.720460644","3.4400000e-07","-3.4400000e-07","132.0129090","4.010000e-04","-4.010000e-04","1.2720","2.4900","-0.1130","1.78460","0.02230","-0.02230","2.1115e+03","2.050e+01","-2.050e+01","37.33","1.284e+01","-4.270e+00","2240.0","","","5954.82","6047.46","-1900.16","117.20","2","q1_q17_dr25_tce","6304.00","175.00","-219.00","4.435","0.056","-0.224","1.0580","0.3640","-0.1210","297.722140","48.710258","14.828"
"11037128","K04309.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","0","3.794872100","2.4830000e-05","-2.4830000e-05","134.4003900","5.490000e-03","-5.490000e-03","1.1680","7.1000","-0.0970","1.71300","0.25400","-0.25400","3.0510e+02","3.440e+01","-3.440e+01","16.10","4.430e+00","-1.180e+00","1083.0","","","325.63","270.28","-81.18","11.30","1","q1_q17_dr25_tce","5883.00","177.00","-195.00","4.580","0.035","-0.184","0.7930","0.2180","-0.0580","295.195680","48.567421","15.302"
"6587002","K00612.03","Kepler-196 d","CONFIRMED","CANDIDATE","0.9950","0","0","0","0","122.080495300","5.6770000e-04","-5.6770000e-04","155.0253200","4.010000e-03","-4.010000e-03","0.9570","0.0050","-0.6680","4.05400","0.29900","-0.29900","7.9990e+02","3.720e+01","-3.720e+01","2.92","2.000e-01","-1.500e-01","297.0","","","1.83","0.44","-0.31","23.30","3","q1_q17_dr25_tce","5132.00","102.00","-102.00","4.571","0.032","-0.052","0.7700","0.0540","-0.0400","284.968510","42.079201","14.157"
"5175024","K02563.02","","CANDIDATE","CANDIDATE","0.9800","0","0","0","0","6.261422700","1.0550000e-04","-1.0550000e-04","133.2299000","1.230000e-02","-1.230000e-02","0.0690","0.3890","-0.0690","4.77900","0.43900","-0.43900","5.1400e+01","5.700e+00","-5.700e+00","0.81","2.500e-01","-1.100e-01","1146.0","","","407.58","365.13","-140.10","10.60","2","q1_q17_dr25_tce","6384.00","151.00","-207.00","4.361","0.087","-0.203","1.1210","0.3520","-0.1510","288.095640","40.365971","13.973"
"10991114","K04374.01","","CANDIDATE","CANDIDATE","1.0000","0","0","0","0","3.703867410","2.0250000e-05","-2.0250000e-05","132.6959600","3.530000e-03","-3.530000e-03","0.0330","0.4160","-0.0330","1.41000","0.10900","-0.10900","1.2570e+02","1.190e+01","-1.190e+01","0.86","1.700e-01","-7.000e-02","1012.0","","","247.20","146.25","-61.28","13.10","1","q1_q17_dr25_tce","5496.00","149.00","-149.00","4.592","0.032","-0.120","0.7760","0.1520","-0.0650","298.183410","48.443810","14.108"
"11969092","K04375.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","1","0","0","0","0.638437699","5.2500000e-07","-5.2500000e-07","131.5925520","7.080000e-04","-7.080000e-04","0.9040","0.0390","-0.6410","0.30280","0.05010","-0.05010","2.8680e+02","1.380e+01","-1.380e+01","2.48","2.400e-01","-1.400e-01","1709.0","","","2024.34","711.27","-442.00","25.80","1","q1_q17_dr25_tce","5073.00","149.00","-164.00","4.571","0.020","-0.080","0.8240","0.0800","-0.0460","294.639890","50.334190","15.230"
"2570773","K04376.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","1","1.891285100","3.0840000e-05","-3.0840000e-05","132.6760000","1.870000e-02","-1.870000e-02","1.2160","3.3630","-0.0910","6.18200","0.34600","-0.34600","1.2234e+03","5.720e+01","-5.720e+01","19.96","1.640e+00","-1.640e+00","1061.0","","","299.44","103.69","-81.11","25.70","1","q1_q17_dr25_tce","4700.00","167.00","-167.00","4.605","0.036","-0.040","0.7070","0.0580","-0.0580","290.330720","37.882092","16.851"
"4945764","K04377.01","","CANDIDATE","CANDIDATE","0.9260","0","0","0","0","19.875135500","2.8290000e-04","-2.8290000e-04","148.3935000","1.190000e-02","-1.190000e-02","0.9190","0.0230","-0.6390","8.04100","0.27100","-0.27100","1.0900e+02","8.400e+00","-8.400e+00","2.49","5.100e-01","-4.200e-01","1061.0","","","299.47","154.58","-102.25","15.20","1","q1_q17_dr25_tce","6918.00","72.00","-83.00","4.021","0.148","-0.121","2.0040","0.4130","-0.3380","297.160890","40.042858","13.543"
"6356885","K04378.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","343.420460000","4.6070000e-02","-4.6070000e-02","327.4112000","5.400000e-02","-5.400000e-02","0.3519","0.1303","-0.3517","11.11000","2.00000","-2.00000","4.8270e+02","6.020e+01","-6.020e+01","2.15","8.800e-01","-2.100e-01","270.0","","","1.27","1.52","-0.37","10.00","","","6115.00","161.00","-199.00","4.469","0.053","-0.291","0.9670","0.3970","-0.0940","289.448670","41.731411","15.223"
"3542542","K07658.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","1","3.471481640","8.2360000e-05","-8.2360000e-05","133.7138000","1.910000e-02","-1.910000e-02","0.7190","0.2610","-0.4820","4.67900","0.73600","-0.73600","1.2270e+02","1.710e+01","-1.710e+01","0.85","1.400e-01","-6.000e-02","970.0","","","209.73","110.56","-51.50","9.50","1","q1_q17_dr25_tce","5297.00","159.00","-159.00","4.626","0.032","-0.097","0.7160","0.1180","-0.0550","290.849210","38.631840","15.795"
"11718389","K04444.01","Kepler-1956 b","CONFIRMED","CANDIDATE","1.0000","0","0","0","0","5.943734920","2.9900000e-05","-2.9900000e-05","135.2589700","4.320000e-03","-4.320000e-03","0.1970","0.2790","-0.1970","1.84700","0.12400","-0.12400","3.0100e+02","2.540e+01","-2.540e+01","1.14","6.000e-02","-1.000e-01","674.0","","","48.82","10.68","-12.84","13.20","1","q1_q17_dr25_tce","4391.00","118.00","-131.00","4.598","0.053","-0.018","0.6820","0.0320","-0.0600","294.620970","49.894150","15.583"
"11124703","K04445.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","244.603730000","1.1500000e-02","-1.1500000e-02","230.2820000","3.170000e-02","-3.170000e-02","0.2652","0.2140","-0.2650","10.87000","1.10000","-1.10000","7.6980e+02","8.580e+01","-8.580e+01","2.10","3.300e-01","-1.500e-01","235.0","","","0.72","0.37","-0.17","17.70","","","5166.00","161.00","-140.00","4.593","0.026","-0.107","0.7710","0.1230","-0.0560","284.536350","48.749611","15.319"
"10329196","K04446.01","Kepler-1605 b","CONFIRMED","CANDIDATE","0.8950","0","0","0","0","85.756791900","5.9650000e-04","-5.9650000e-04","162.7191400","6.170000e-03","-6.170000e-03","0.7130","0.0030","-0.5380","5.69500","0.19500","-0.19500","1.5910e+02","1.090e+01","-1.090e+01","2.99","8.300e-01","-4.500e-01","528.0","","","18.44","13.35","-5.93","16.90","1","q1_q17_dr25_tce","5037.00","70.00","-81.00","3.783","0.094","-0.175","2.2130","0.6140","-0.3300","287.134890","47.488621","12.429"
"10604592","K04447.01","Kepler-1957 b","CONFIRMED","CANDIDATE","1.0000","0","0","0","0","2.186601880","1.0560000e-05","-1.0560000e-05","131.9483200","3.630000e-03","-3.630000e-03","0.8280","0.0200","-0.5770","1.58500","0.12300","-0.12300","1.2230e+02","1.030e+01","-1.030e+01","0.98","8.000e-02","-1.000e-01","1099.0","","","345.07","106.33","-99.80","14.20","1","q1_q17_dr25_tce","4904.00","148.00","-148.00","4.535","0.078","-0.048","0.7720","0.0600","-0.0800","293.711360","47.887539","14.793"
"9834731","K03043.02","","CANDIDATE","CANDIDATE","","0","0","0","0","7.292989100","1.7350000e-04","-1.7350000e-04","135.6364000","2.060000e-02","-2.060000e-02","0.0220","0.4125","-0.0217","4.05300","0.94600","-0.94600","7.2500e+01","1.390e+01","-1.390e+01","0.73","2.500e-01","-6.000e-02","904.0","","","158.19","155.12","-39.48","7.10","","","5959.00","148.00","-171.00","4.549","0.031","-0.252","0.8560","0.2910","-0.0700","293.430790","46.692089","14.829"
"9593773","K04240.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","0","3.133935600","2.0050000e-05","-2.0050000e-05","133.5458000","5.890000e-03","-5.890000e-03","0.7680","0.2010","-0.5480","4.47700","0.19500","-0.19500","2.0370e+02","1.100e+01","-1.100e+01","1.58","5.400e-01","-1.700e-01","1315.0","","","704.95","717.03","-229.75","21.40","1","q1_q17_dr25_tce","6137.00","193.00","-236.00","4.460","0.054","-0.216","1.0180","0.3410","-0.1140","294.112370","46.252708","15.725"
"9285568","K04241.01","Kepler-1575 b","CONFIRMED","CANDIDATE","0.9920","0","0","0","0","2.553150310","1.2400000e-05","-1.2400000e-05","132.4484900","4.650000e-03","-4.650000e-03","0.3200","0.1380","-0.3200","1.84900","0.10400","-0.10400","1.8530e+02","1.420e+01","-1.420e+01","1.25","3.400e-01","-1.200e-01","1312.0","","","699.70","584.17","-204.86","15.40","1","q1_q17_dr25_tce","5970.00","188.00","-209.00","4.521","0.046","-0.184","0.9080","0.2480","-0.0880","293.743260","45.761589","15.424"
"7604328","K02458.02","Kepler-1245 c","CONFIRMED","CANDIDATE","1.0000","0","0","0","0","2.936587946","9.2020000e-06","-9.2020000e-06","133.0361800","2.620000e-03","-2.620000e-03","0.8630","0.0060","-0.6000","1.89520","0.07730","-0.07730","2.7960e+02","1.560e+01","-1.560e+01","1.77","4.100e-01","-2.800e-01","1190.0","","","473.18","337.27","-174.56","20.10","1","q1_q17_dr25_tce","5455.00","162.00","-162.00","4.421","0.149","-0.198","0.9090","0.2130","-0.1420","290.744320","43.260780","15.404"
"9514372","K04242.01","","CANDIDATE","CANDIDATE","0.9960","0","0","0","0","145.786556000","2.4170000e-03","-2.4170000e-03","215.0441000","1.350000e-02","-1.350000e-02","0.1330","0.3330","-0.1330","4.89100","0.39100","-0.39100","3.7800e+02","3.260e+01","-3.260e+01","1.82","2.400e-01","-1.500e-01","331.0","","","2.84","1.05","-0.65","13.90","1","q1_q17_dr25_tce","5578.00","100.00","-111.00","4.440","0.081","-0.099","0.9500","0.1230","-0.0820","285.660060","46.143471","14.410"
"9777757","K04243.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","1","1.332542120","2.1390000e-05","-2.1390000e-05","132.0554000","1.370000e-02","-1.370000e-02","0.6620","0.2970","-0.4470","3.84800","0.46400","-0.46400","3.7400e+01","4.300e+00","-4.300e+00","1.45","3.400e-01","-6.300e-01","2694.0","","","12477.61","8649.33","-9019.59","10.60","1","q1_q17_dr25_tce","6613.00","182.00","-250.00","3.870","0.397","-0.132","2.2370","0.5200","-0.9650","294.712920","46.576221","13.000"
"7103919","K04310.01","Kepler-1950 b","CONFIRMED","CANDIDATE","0.9860","0","0","0","0","10.776994400","1.2090000e-04","-1.2090000e-04","140.2902000","9.790000e-03","-9.790000e-03","0.0690","0.3810","-0.0690","2.61600","0.23500","-0.23500","1.8560e+02","1.950e+01","-1.950e+01","1.15","2.500e-01","-1.700e-01","752.0","","","75.83","51.67","-27.16","11.30","1","q1_q17_dr25_tce","5455.00","162.00","-162.00","4.457","0.124","-0.170","0.8520","0.1900","-0.1270","287.087490","42.668671","14.587"
"3762750","K07668.01","","CANDIDATE","CANDIDATE","0.7700","0","0","0","0","2.509334400","4.1450000e-05","-4.1450000e-05","133.1123000","1.300000e-02","-1.300000e-02","0.0190","0.5150","-0.0190","1.83300","0.64000","-0.64000","1.8430e+02","5.290e+01","-5.290e+01","1.47","4.500e-01","-1.900e-01","1483.0","","","1143.04","1026.37","-413.75","8.40","1","q1_q17_dr25_tce","6278.00","174.00","-261.00","4.425","0.065","-0.195","1.0810","0.3290","-0.1410","295.372040","38.897739","15.588"
"8645191","K04311.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","1","0","1","0","0.918921494","1.7890000e-06","-1.7890000e-06","131.6801600","1.580000e-03","-1.580000e-03","0.0110","0.4460","-0.0110","0.94250","0.05430","-0.05430","3.2100e+02","1.570e+01","-1.570e+01","1.49","4.000e-01","-1.300e-01","1697.0","","","1960.12","1563.63","-514.97","23.70","1","q1_q17_dr25_tce","5655.00","169.00","-169.00","4.561","0.042","-0.179","0.8330","0.2200","-0.0730","298.299530","44.788990","15.606"
"10722485","K04312.01","Kepler-1588 b","CONFIRMED","CANDIDATE","0.9900","0","0","0","0","7.849318770","7.5560000e-05","-7.5560000e-05","134.8747000","8.460000e-03","-8.460000e-03","0.1070","0.3520","-0.1070","3.74700","0.31000","-0.31000","6.8200e+01","6.600e+00","-6.600e+00","0.81","1.200e-01","-1.100e-01","925.0","","","172.98","70.00","-52.88","12.60","1","q1_q17_dr25_tce","5678.00","113.00","-91.00","4.365","0.144","-0.108","0.9900","0.1380","-0.1380","288.232700","48.002178","13.858"
"9717958","K04313.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","67.712598800","2.9400000e-04","-2.9400000e-04","149.8216500","3.690000e-03","-3.690000e-03","1.8756","0.1083","-0.6561","1.53800","0.19400","-0.19400","5.4240e+02","5.750e+01","-5.750e+01","82.63","3.503e+01","-6.630e+00","460.0","","","10.63","13.37","-2.62","13.40","2","q1_q17_dr24_tce","6309.00","173.00","-179.00","4.517","0.052","-0.306","0.8470","0.3590","-0.0680","294.915770","46.485321","14.213"
"8128067","K04314.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","0","0","12.428557600","3.2030000e-04","-3.2030000e-04","133.7175000","2.250000e-02","-2.250000e-02","0.8920","0.0160","-0.6370","13.98000","0.75600","-0.75600","6.2010e+02","5.350e+01","-5.350e+01","2.22","4.400e-01","-1.800e-01","669.0","","","47.26","29.57","-11.91","13.20","1","q1_q17_dr25_tce","5492.00","164.00","-164.00","4.604","0.032","-0.128","0.7520","0.1520","-0.0610","300.563050","43.980068","15.663"
"7703910","K04379.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","0","1.275511306","9.5490000e-06","-9.5490000e-06","132.4465400","6.360000e-03","-6.360000e-03","0.0110","0.4400","-0.0100","1.88900","0.18700","-0.18700","6.9300e+01","7.900e+00","-7.900e+00","0.84","2.600e-01","-1.200e-01","1739.0","","","2160.97","1899.85","-795.87","10.30","1","q1_q17_dr25_tce","5921.00","158.00","-193.00","4.418","0.101","-0.203","1.0150","0.3050","-0.1530","298.010160","43.371590","15.083"
"7777818","K04380.01","","FALSE POSITIVE","FALSE POSITIVE","1.0000","0","0","1","0","5.781599560","4.5220000e-05","-4.5220000e-05","136.7717800","6.010000e-03","-6.010000e-03","0.6600","0.2900","-0.4550","2.22200","0.18100","-0.18100","7.2800e+01","5.600e+00","-5.600e+00","1.70","5.100e-01","-5.600e-01","1475.0","","","1117.19","981.46","-682.91","16.40","1","q1_q17_dr25_tce","6443.00","181.00","-227.00","4.023","0.299","-0.161","1.8840","0.5590","-0.6220","298.949010","43.441715","13.384"
"9851360","K04381.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","1","8.480501900","2.1200000e-04","-2.1200000e-04","135.8339000","2.040000e-02","-2.040000e-02","0.9720","0.0080","-0.6730","8.34500","0.51500","-0.51500","1.6490e+02","1.760e+01","-1.760e+01","1.26","1.800e-01","-1.300e-01","781.0","","","87.82","42.81","-25.39","11.00","1","q1_q17_dr25_tce","5555.00","181.00","-165.00","4.554","0.085","-0.085","0.7370","0.1060","-0.0770","298.858920","46.697208","15.313"
"9886361","K02732.04","","CANDIDATE","CANDIDATE","0.8480","0","0","0","0","24.560710700","3.7530000e-04","-3.7530000e-04","146.7938000","1.610000e-02","-1.610000e-02","0.3740","0.0960","-0.3740","8.67900","0.35000","-0.35000","5.5200e+01","3.900e+00","-3.900e+00","1.13","2.000e-01","-1.900e-01","787.0","","","90.55","45.11","-32.54","14.90","4","q1_q17_dr25_tce","6170.00","110.00","-135.00","4.192","0.137","-0.125","1.4990","0.2720","-0.2450","289.921450","46.744560","12.805"
"6937529","K04382.01","Kepler-1597 b","CONFIRMED","CANDIDATE","1.0000","0","0","0","0","2.946489350","2.5140000e-05","-2.5140000e-05","132.4220800","6.790000e-03","-6.790000e-03","0.0100","0.4440","-0.0090","3.15500","0.23800","-0.23800","5.7000e+01","5.100e+00","-5.100e+00","0.89","2.500e-01","-1.000e-01","1497.0","","","1187.50","921.50","-368.65","12.70","1","q1_q17_dr25_tce","6481.00","145.00","-193.00","4.378","0.069","-0.172","1.1710","0.3220","-0.1380","288.163970","42.481079","14.144"
"9490653","K04173.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","0","1.227986164","6.3580000e-06","-6.3580000e-06","131.8449100","5.140000e-03","-5.140000e-03","0.4770","0.0150","-0.4530","1.55100","0.16500","-0.16500","1.5050e+02","1.280e+01","-1.280e+01","1.17","3.100e-01","-1.700e-01","1673.0","","","1846.47","1485.55","-648.17","14.80","1","q1_q17_dr25_tce","5746.00","172.00","-172.00","4.435","0.116","-0.174","0.9310","0.2480","-0.1340","300.230930","46.045200","14.966"
"3328027","K04174.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","1","2.115488830","2.1420000e-05","-2.1420000e-05","132.0094200","9.800000e-03","-9.800000e-03","0.5050","0.4740","-0.2980","4.00800","0.32400","-0.32400","1.6950e+02","1.200e+01","-1.200e+01","1.29","4.000e-01","-1.300e-01","1426.0","","","978.38","906.12","-292.55","17.60","1","q1_q17_dr25_tce","5952.00","184.00","-205.00","4.489","0.052","-0.208","0.9710","0.2970","-0.0990","287.189670","38.423820","15.627"
"3644631","K07659.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","1","0","1","0","358.962470000","3.6240000e-02","-3.6240000e-02","295.9933000","5.830000e-02","-5.830000e-02","0.4240","0.0260","-0.4240","23.49000","2.00000","-2.00000","6.7080e+02","6.700e+01","-6.700e+01","2.37","7.200e-01","-2.300e-01","242.0","","","0.81","0.73","-0.23","12.10","1","q1_q17_dr25_tce","5743.00","156.00","-190.00","4.527","0.048","-0.204","0.9040","0.2750","-0.0860","291.195590","38.788078","15.389"
"9640931","K04175.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","1","2.178151960","1.3830000e-05","-1.3830000e-05","132.0220800","6.430000e-03","-6.430000e-03","0.3200","0.1390","-0.3200","2.44500","0.16200","-0.16200","2.4500e+02","1.690e+01","-1.690e+01","1.09","1.700e-01","-8.000e-02","1139.0","","","395.98","199.00","-94.48","17.90","1","q1_q17_dr25_tce","5357.00","160.00","-160.00","4.634","0.036","-0.090","0.7000","0.1090","-0.0510","287.968750","46.301659","15.916"
"5125196","K04176.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","1","0","342.315407000","8.9320000e-03","-8.9320000e-03","157.0157000","1.900000e-02","-1.900000e-02","0.1974","0.2513","-0.1973","12.47600","0.78500","-0.78500","7.1970e+02","6.630e+01","-6.630e+01","3.15","1.520e+00","-4.200e-01","304.0","","","2.03","2.88","-0.77","13.30","2","q1_q16_tce","6425.00","154.00","-304.00","4.373","0.079","-0.286","1.1640","0.5620","-0.1550","298.053380","40.210739","15.091"
"9640962","K04177.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","1","1","1.089077224","7.9550000e-06","-7.9550000e-06","132.0247700","6.790000e-03","-6.790000e-03","0.2060","0.2520","-0.2060","2.70500","0.21000","-0.21000","1.5270e+02","1.030e+01","-1.030e+01","1.00","1.100e-01","-8.000e-02","1458.0","","","1068.22","415.89","-269.35","18.70","1","q1_q17_dr25_tce","5118.00","154.00","-154.00","4.547","0.042","-0.084","0.8300","0.0920","-0.0670","287.985690","46.348400","15.472"
"5097454","K04244.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","1","1.288066288","1.1250000e-06","-1.1250000e-06","133.2731870","8.120000e-04","-8.120000e-04","1.3780","1.2330","-0.1330","6.46160","0.04240","-0.04240","1.0083e+04","5.480e+01","-5.480e+01","34.84","3.060e+00","-2.720e+00","1310.0","","","692.00","247.26","-182.09","230.70","1","q1_q17_dr25_tce","5233.00","183.00","-183.00","4.625","0.066","-0.048","0.6390","0.0560","-0.0500","291.248660","40.221352","15.313"
"12737015","K04245.01","","CANDIDATE","CANDIDATE","0.9650","0","0","0","0","24.668383100","3.5080000e-04","-3.5080000e-04","136.6330000","1.240000e-02","-1.240000e-02","0.7510","0.2130","-0.5290","8.55600","0.35300","-0.35300","1.0920e+02","8.100e+00","-8.100e+00","1.76","3.000e-01","-3.700e-01","788.0","","","91.32","43.64","-39.77","15.30","1","q1_q17_dr25_tce","6059.00","109.00","-146.00","4.151","0.168","-0.112","1.5540","0.2690","-0.3280","290.480070","51.965012","13.572"
"3663141","K07663.01","","FALSE POSITIVE","FALSE POSITIVE","0.0160","1","0","1","0","2.318942840","4.5490000e-05","-4.5490000e-05","132.9696000","1.880000e-02","-1.880000e-02","0.7200","0.2180","-0.4990","5.32100","0.47500","-0.47500","6.6500e+01","6.200e+00","-6.200e+00","0.87","0.000e+00","0.000e+00","1375.0","","","844.12","0.00","0.00","13.60","1","q1_q17_dr25_tce","5780.00","","","4.438","","","1.0000","","","295.663240","38.718243","13.232"
"5177859","K04246.01","Kepler-1576 b","CONFIRMED","CANDIDATE","0.3640","0","0","0","0","6.984721430","6.1640000e-05","-6.1640000e-05","135.9973100","7.080000e-03","-7.080000e-03","0.4510","0.0550","-0.4070","2.72400","0.20200","-0.20200","9.0700e+01","8.700e+00","-8.700e+00","1.19","3.400e-01","-2.600e-01","1059.0","","","297.15","255.24","-136.99","11.70","1","q1_q17_dr25_tce","5839.00","156.00","-174.00","4.279","0.175","-0.175","1.2270","0.3600","-0.2700","289.073970","40.366009","13.382"
"8482059","K04247.01","","CANDIDATE","CANDIDATE","","0","0","0","0","349.410470000","2.5890000e-02","-2.5890000e-02","241.4685000","4.740000e-02","-4.740000e-02","0.2791","0.2060","-0.2786","15.02000","1.80000","-1.80000","6.5280e+02","8.340e+01","-8.340e+01","2.41","7.500e-01","-1.900e-01","253.0","","","0.97","0.88","-0.25","17.70","1","q1_q16_tce","5878.00","150.00","-191.00","4.512","0.032","-0.241","0.9450","0.2940","-0.0770","285.853150","44.572220","15.346"
"4568117","K04248.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","1","0.562563871","2.2320000e-06","-2.2320000e-06","131.7345800","3.440000e-03","-3.440000e-03","0.3600","0.1110","-0.3600","1.59100","0.15100","-0.15100","3.4600e+01","2.700e+00","-2.700e+00","0.69","2.200e-01","-8.000e-02","2626.0","","","11201.45","10121.63","-3505.27","16.40","1","q1_q17_dr25_tce","6577.00","148.00","-214.00","4.381","0.070","-0.210","1.1450","0.3660","-0.1310","293.488250","39.696331","13.540"
"10342248","K04315.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","0","1","0.933734580","7.5670000e-06","-7.5670000e-06","131.5347800","8.890000e-03","-8.890000e-03","0.5740","0.2990","-0.5740","4.36400","0.78400","-0.78400","1.2770e+02","1.090e+01","-1.090e+01","0.93","1.800e-01","-7.000e-02","1573.0","","","1446.48","902.30","-373.80","27.80","1","q1_q17_dr25_tce","5335.00","185.00","-185.00","4.577","0.030","-0.127","0.8040","0.1530","-0.0610","292.911960","47.475040","14.760"
"9777290","K04316.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","0","0","1","1.332519480","2.0170000e-05","-2.0170000e-05","132.0885000","1.500000e-02","-1.500000e-02","0.4020","0.0960","-0.3750","3.73300","0.27400","-0.27400","2.3370e+02","1.600e+01","-1.600e+01","1.64","4.800e-01","-2.600e-01","1751.0","","","2218.21","1966.70","-848.59","17.70","1","q1_q17_dr25_tce","5926.00","184.00","-205.00","4.381","0.108","-0.201","1.0580","0.3090","-0.1660","294.546420","46.507870","16.334"
"8548427","K04317.01","","FALSE POSITIVE","FALSE POSITIVE","","1","0","0","0","168.846630000","1.0830000e-02","-1.0830000e-02","231.2295000","3.800000e-02","-3.800000e-02","0.1251","0.3255","-0.1251","9.75000","1.20000","-1.20000","2.1510e+02","3.200e+01","-3.200e+01","1.45","5.900e-01","-1.300e-01","329.0","","","2.78","3.37","-0.74","9.30","1","q1_q16_tce","5897.00","149.00","-191.00","4.489","0.038","-0.297","0.9920","0.4110","-0.0850","286.793700","44.638561","13.859"
"9286088","K04318.01","","CANDIDATE","CANDIDATE","0.9380","0","0","0","0","14.816292500","2.6310000e-04","-2.6310000e-04","138.3761000","1.270000e-02","-1.270000e-02","0.8570","0.0990","-0.6080","4.97300","0.36200","-0.36200","1.0820e+02","1.000e+01","-1.000e+01","1.57","2.500e-01","-2.100e-01","912.0","","","163.33","73.41","-49.91","12.50","1","q1_q17_dr25_tce","6356.00","115.00","-128.00","4.270","0.090","-0.110","1.3250","0.2140","-0.1750","293.938320","45.719021","12.583"
"6289344","K04319.01","","FALSE POSITIVE","FALSE POSITIVE","0.0000","0","1","1","0","160.412202200","9.9730000e-04","-9.9730000e-04","262.4002200","4.560000e-03","-4.560000e-03","0.9030","0.0050","-0.6340","4.92000","0.24100","-0.24100","2.5380e+03","1.170e+02","-1.170e+02","4.45","6.600e-01","-3.400e-01","270.0","","","1.26","0.62","-0.29","24.40","1","q1_q17_dr25_tce","5269.00","158.00","-142.00","4.620","0.030","-0.090","0.7270","0.1090","-0.0550","293.207730","41.698582","15.407"
